"COUNTRIES","SPECIES","ABUNDANCE","TEMPERATURE","OVEREXPLOITATION","RECOVERY","ADAPTIVE.MNG","CATCH.DEP","FLEET.MOBILITY","GEAR.DIVERSITY","STRENGTH","QUOTAS","PROPERTY.RIGHTS","ORGANIZATION","DIMENSION","Resilience_Index"
"BE","European hake",0.708635729922673,0.642857142857143,0.949202720831385,0.669343410486538,0.0343877883349145,0.941877022871939,0.21603331598126,0,1,0.976230955487013,0.686507936507937,0,"ecological",0.742509751024435
"BE","European hake",0.708635729922673,0.642857142857143,0.949202720831385,0.669343410486538,0.0343877883349145,0.941877022871939,0.21603331598126,0,1,0.976230955487013,0.686507936507937,0,"institutional",0.665684722998737
"BE","European hake",0.708635729922673,0.642857142857143,0.949202720831385,0.669343410486538,0.0343877883349145,0.941877022871939,0.21603331598126,0,1,0.976230955487013,0.686507936507937,0,"socioeconomic",0.298074531797028
"DK","European hake",0.708635729922673,0.642857142857143,0.949202720831385,0.669343410486538,0.223153583396678,0.799654763189125,0.79281045751634,0.238095238095238,0.548672566371681,0.966755115961611,0.80952380952381,0.032258064516129,"ecological",0.742509751024435
"DK","European hake",0.708635729922673,0.642857142857143,0.949202720831385,0.669343410486538,0.223153583396678,0.799654763189125,0.79281045751634,0.238095238095238,0.548672566371681,0.966755115961611,0.80952380952381,0.032258064516129,"institutional",0.589302389093308
"DK","European hake",0.708635729922673,0.642857142857143,0.949202720831385,0.669343410486538,0.223153583396678,0.799654763189125,0.79281045751634,0.238095238095238,0.548672566371681,0.966755115961611,0.80952380952381,0.032258064516129,"socioeconomic",0.513428510549345
"DE","European hake",0.708635729922673,0.642857142857143,0.949202720831385,0.669343410486538,0.106423183639233,0.979177904844104,0.435733703510903,0.19047619047619,0.592920353982301,0.976066938123053,0,0.354838709677419,"ecological",0.742509751024435
"DE","European hake",0.708635729922673,0.642857142857143,0.949202720831385,0.669343410486538,0.106423183639233,0.979177904844104,0.435733703510903,0.19047619047619,0.592920353982301,0.976066938123053,0,0.354838709677419,"institutional",0.480956500445693
"DE","European hake",0.708635729922673,0.642857142857143,0.949202720831385,0.669343410486538,0.106423183639233,0.979177904844104,0.435733703510903,0.19047619047619,0.592920353982301,0.976066938123053,0,0.354838709677419,"socioeconomic",0.427952745617607
"ES","European hake",0.482031892306608,0.642857142857143,0.802121348949767,0.71215972621027,0.523558768831605,0.805653623637933,0.270640291514836,0.666666666666667,0,0.844005861403374,1,1,"ecological",0.659792527580947
"ES","European hake",0.482031892306608,0.642857142857143,0.802121348949767,0.71215972621027,0.523558768831605,0.805653623637933,0.270640291514836,0.666666666666667,0,0.844005861403374,1,1,"institutional",0.711001465350843
"ES","European hake",0.482031892306608,0.642857142857143,0.802121348949767,0.71215972621027,0.523558768831605,0.805653623637933,0.270640291514836,0.666666666666667,0,0.844005861403374,1,1,"socioeconomic",0.56662983766276
"FR","European hake",0.669099811087635,0.642857142857143,0.932928063348507,0.677811795680795,0.228883665850928,0.903275097097853,1,0.571428571428571,0.247787610619469,0.930127698879676,0.46031746031746,0.516129032258065,"ecological",0.73067420324352
"FR","European hake",0.669099811087635,0.642857142857143,0.932928063348507,0.677811795680795,0.228883665850928,0.903275097097853,1,0.571428571428571,0.247787610619469,0.930127698879676,0.46031746031746,0.516129032258065,"institutional",0.538590450518667
"FR","European hake",0.669099811087635,0.642857142857143,0.932928063348507,0.677811795680795,0.228883665850928,0.903275097097853,1,0.571428571428571,0.247787610619469,0.930127698879676,0.46031746031746,0.516129032258065,"socioeconomic",0.675896833594338
"NL","European hake",0.708635729922673,0.642857142857143,0.949202720831385,0.669343410486538,0.168747259688577,NA,0.128561513100816,NA,0.47787610619469,0.976375299587116,0.742063492063492,0.290322580645161,"ecological",0.742509751024435
"NL","European hake",0.708635729922673,0.642857142857143,0.949202720831385,0.669343410486538,0.168747259688577,NA,0.128561513100816,NA,0.47787610619469,0.976375299587116,0.742063492063492,0.290322580645161,"institutional",0.621659369622615
"NL","European hake",0.708635729922673,0.642857142857143,0.949202720831385,0.669343410486538,0.168747259688577,NA,0.128561513100816,NA,0.47787610619469,0.976375299587116,0.742063492063492,0.290322580645161,"socioeconomic",0.148654386394696
"PT","European hake",0.13666199189682,0.642857142857143,0.267762845296341,0.740198393953708,0.108139580651305,0.606969468119538,0.224119382266181,0.285714285714286,0.0973451327433627,0.979181023732363,0.738095238095238,0.451612903225806,"ecological",0.446870093501003
"PT","European hake",0.13666199189682,0.642857142857143,0.267762845296341,0.740198393953708,0.108139580651305,0.606969468119538,0.224119382266181,0.285714285714286,0.0973451327433627,0.979181023732363,0.738095238095238,0.451612903225806,"institutional",0.566558574449193
"PT","European hake",0.13666199189682,0.642857142857143,0.267762845296341,0.740198393953708,0.108139580651305,0.606969468119538,0.224119382266181,0.285714285714286,0.0973451327433627,0.979181023732363,0.738095238095238,0.451612903225806,"socioeconomic",0.306235679187827
"SE","European hake",0.708635729922673,0.642857142857143,0.949202720831385,0.669343410486538,0.566831477726793,0.137015859316,NA,0.571428571428571,0.734513274336283,0.976052697984874,0.654761904761905,0.161290322580645,"ecological",0.742509751024435
"SE","European hake",0.708635729922673,0.642857142857143,0.949202720831385,0.669343410486538,0.566831477726793,0.137015859316,NA,0.571428571428571,0.734513274336283,0.976052697984874,0.654761904761905,0.161290322580645,"institutional",0.631654549915927
"SE","European hake",0.708635729922673,0.642857142857143,0.949202720831385,0.669343410486538,0.566831477726793,0.137015859316,NA,0.571428571428571,0.734513274336283,0.976052697984874,0.654761904761905,0.161290322580645,"socioeconomic",0.425091969490455
"BE","Atlantic cod",0.134048074035151,0.214285714285714,0.107806312032166,0.456778460085026,0.0343877883349145,0.97269540942928,0.21603331598126,0.238095238095238,1,0.957671260351625,0.686507936507937,0,"ecological",0.228229640109514
"BE","Atlantic cod",0.134048074035151,0.214285714285714,0.107806312032166,0.456778460085026,0.0343877883349145,0.97269540942928,0.21603331598126,0.238095238095238,1,0.957671260351625,0.686507936507937,0,"institutional",0.66104479921489
"BE","Atlantic cod",0.134048074035151,0.214285714285714,0.107806312032166,0.456778460085026,0.0343877883349145,0.97269540942928,0.21603331598126,0.238095238095238,1,0.957671260351625,0.686507936507937,0,"socioeconomic",0.365302937960173
"DK","Atlantic cod",0.405916355374536,0.214285714285714,0.15165935800581,0.650508225264587,0.223153583396678,0.714153805696407,0.79281045751634,0.333333333333333,0.548672566371681,0,0.80952380952381,0.032258064516129,"ecological",0.355592413232662
"DK","Atlantic cod",0.405916355374536,0.214285714285714,0.15165935800581,0.650508225264587,0.223153583396678,0.714153805696407,0.79281045751634,0.333333333333333,0.548672566371681,0,0.80952380952381,0.032258064516129,"institutional",0.347613610102905
"DK","Atlantic cod",0.405916355374536,0.214285714285714,0.15165935800581,0.650508225264587,0.223153583396678,0.714153805696407,0.79281045751634,0.333333333333333,0.548672566371681,0,0.80952380952381,0.032258064516129,"socioeconomic",0.51586279498569
"DE","Atlantic cod",0.39969996414688,0.214285714285714,0.476086856185739,0.840866958095404,0.106423183639233,0.947471634840148,0.435733703510903,0.380952380952381,0.592920353982301,0.738839032114434,0,0.354838709677419,"ecological",0.482734873178434
"DE","Atlantic cod",0.39969996414688,0.214285714285714,0.476086856185739,0.840866958095404,0.106423183639233,0.947471634840148,0.435733703510903,0.380952380952381,0.592920353982301,0.738839032114434,0,0.354838709677419,"institutional",0.421649523943539
"DE","Atlantic cod",0.39969996414688,0.214285714285714,0.476086856185739,0.840866958095404,0.106423183639233,0.947471634840148,0.435733703510903,0.380952380952381,0.592920353982301,0.738839032114434,0,0.354838709677419,"socioeconomic",0.467645225735666
"EE","Atlantic cod",0.151736048645343,0.214285714285714,0.176076915724941,0.950857825746804,0.0288182275768422,0.734597246197001,0.311487072705188,0.333333333333333,0.787610619469027,0.936396958481211,0.658730158730159,0.161290322580645,"ecological",0.373239126100701
"EE","Atlantic cod",0.151736048645343,0.214285714285714,0.176076915724941,0.950857825746804,0.0288182275768422,0.734597246197001,0.311487072705188,0.333333333333333,0.787610619469027,0.936396958481211,0.658730158730159,0.161290322580645,"institutional",0.63600701481526
"EE","Atlantic cod",0.151736048645343,0.214285714285714,0.176076915724941,0.950857825746804,0.0288182275768422,0.734597246197001,0.311487072705188,0.333333333333333,0.787610619469027,0.936396958481211,0.658730158730159,0.161290322580645,"socioeconomic",0.352058969953091
"IE","Atlantic cod",0.301584619445801,0.214285714285714,0.459898648251532,0.451739819898394,0.0652287876682911,0.793325466609127,NA,0.80952380952381,0.628318584070796,0.917044951487797,0.714285714285714,0.0967741935483871,"ecological",0.35687720047036
"IE","Atlantic cod",0.301584619445801,0.214285714285714,0.459898648251532,0.451739819898394,0.0652287876682911,0.793325466609127,NA,0.80952380952381,0.628318584070796,0.917044951487797,0.714285714285714,0.0967741935483871,"institutional",0.589105860848174
"IE","Atlantic cod",0.301584619445801,0.214285714285714,0.459898648251532,0.451739819898394,0.0652287876682911,0.793325466609127,NA,0.80952380952381,0.628318584070796,0.917044951487797,0.714285714285714,0.0967741935483871,"socioeconomic",0.556026021267076
"ES","Atlantic cod",0.58443022403644,0.214285714285714,0.8426697622706,0.763816721776098,0.523558768831605,0.769666001366562,0.270640291514836,0.0476190476190476,0,1,1,1,"ecological",0.601300605592213
"ES","Atlantic cod",0.58443022403644,0.214285714285714,0.8426697622706,0.763816721776098,0.523558768831605,0.769666001366562,0.270640291514836,0.0476190476190476,0,1,1,1,"institutional",0.75
"ES","Atlantic cod",0.58443022403644,0.214285714285714,0.8426697622706,0.763816721776098,0.523558768831605,0.769666001366562,0.270640291514836,0.0476190476190476,0,1,1,1,"socioeconomic",0.402871027333013
"FR","Atlantic cod",0.311679701909354,0.214285714285714,0.504080717702963,0.439841455724683,0.228883665850928,0.884501716069695,1,0.476190476190476,0.247787610619469,0.861126017760747,0.46031746031746,0.516129032258065,"ecological",0.367471897405678
"FR","Atlantic cod",0.311679701909354,0.214285714285714,0.504080717702963,0.439841455724683,0.228883665850928,0.884501716069695,1,0.476190476190476,0.247787610619469,0.861126017760747,0.46031746031746,0.516129032258065,"institutional",0.521340030238935
"FR","Atlantic cod",0.311679701909354,0.214285714285714,0.504080717702963,0.439841455724683,0.228883665850928,0.884501716069695,1,0.476190476190476,0.247787610619469,0.861126017760747,0.46031746031746,0.516129032258065,"socioeconomic",0.647393964527775
"LV","Atlantic cod",0.134368395450906,0.214285714285714,0.151564284322237,0.95276334435522,0.0387263785859027,0.679037652389686,0.357192434495922,0.428571428571429,0.876106194690265,0.824104803811322,0.662698412698413,0.0645161290322581,"ecological",0.363245434603519
"LV","Atlantic cod",0.134368395450906,0.214285714285714,0.151564284322237,0.95276334435522,0.0387263785859027,0.679037652389686,0.357192434495922,0.428571428571429,0.876106194690265,0.824104803811322,0.662698412698413,0.0645161290322581,"institutional",0.606856385058064
"LV","Atlantic cod",0.134368395450906,0.214285714285714,0.151564284322237,0.95276334435522,0.0387263785859027,0.679037652389686,0.357192434495922,0.428571428571429,0.876106194690265,0.824104803811322,0.662698412698413,0.0645161290322581,"socioeconomic",0.375881973510735
"LT","Atlantic cod",0.134368395450906,0.214285714285714,0.151564284322237,0.95276334435522,0.00934917416616275,0.692689880245981,0.154901960784314,0.428571428571429,0.47787610619469,0.874259971426079,0.666666666666667,0.032258064516129,"ecological",0.363245434603519
"LT","Atlantic cod",0.134368395450906,0.214285714285714,0.151564284322237,0.95276334435522,0.00934917416616275,0.692689880245981,0.154901960784314,0.428571428571429,0.47787610619469,0.874259971426079,0.666666666666667,0.032258064516129,"institutional",0.512765202200891
"LT","Atlantic cod",0.134368395450906,0.214285714285714,0.151564284322237,0.95276334435522,0.00934917416616275,0.692689880245981,0.154901960784314,0.428571428571429,0.47787610619469,0.874259971426079,0.666666666666667,0.032258064516129,"socioeconomic",0.321378110941972
"NL","Atlantic cod",0.515574033420086,0.214285714285714,0.0155740334200859,0.527633443552197,0.168747259688577,0.64198568480958,0.128561513100816,0.0476190476190476,0.47787610619469,0.911858450255713,0.742063492063492,0.290322580645161,"ecological",0.318266806169521
"NL","Atlantic cod",0.515574033420086,0.214285714285714,0.0155740334200859,0.527633443552197,0.168747259688577,0.64198568480958,0.128561513100816,0.0476190476190476,0.47787610619469,0.911858450255713,0.742063492063492,0.290322580645161,"institutional",0.605530157289764
"NL","Atlantic cod",0.515574033420086,0.214285714285714,0.0155740334200859,0.527633443552197,0.168747259688577,0.64198568480958,0.128561513100816,0.0476190476190476,0.47787610619469,0.911858450255713,0.742063492063492,0.290322580645161,"socioeconomic",0.246728376304505
"PL","Atlantic cod",0.18844044403913,0.214285714285714,0.227987545891094,0.946471852385441,0.506393282451395,0.760219987323336,0.141234310833478,0.428571428571429,0.778761061946903,0.664082197564368,0.686507936507937,0.419354838709677,"ecological",0.394296389150345
"PL","Atlantic cod",0.18844044403913,0.214285714285714,0.227987545891094,0.946471852385441,0.506393282451395,0.760219987323336,0.141234310833478,0.428571428571429,0.778761061946903,0.664082197564368,0.686507936507937,0.419354838709677,"institutional",0.637176508682221
"PL","Atlantic cod",0.18844044403913,0.214285714285714,0.227987545891094,0.946471852385441,0.506393282451395,0.760219987323336,0.141234310833478,0.428571428571429,0.778761061946903,0.664082197564368,0.686507936507937,0.419354838709677,"socioeconomic",0.459104752294909
"PT","Atlantic cod",0.954309100867999,0.214285714285714,0.842664661467503,0.566898297184773,0.108139580651305,0.460908741503938,0.224119382266181,0.0476190476190476,0.0973451327433627,0.984470467648382,0.738095238095238,0.451612903225806,"ecological",0.644539443451497
"PT","Atlantic cod",0.954309100867999,0.214285714285714,0.842664661467503,0.566898297184773,0.108139580651305,0.460908741503938,0.224119382266181,0.0476190476190476,0.0973451327433627,0.984470467648382,0.738095238095238,0.451612903225806,"institutional",0.567880935428197
"PT","Atlantic cod",0.954309100867999,0.214285714285714,0.842664661467503,0.566898297184773,0.108139580651305,0.460908741503938,0.224119382266181,0.0476190476190476,0.0973451327433627,0.984470467648382,0.738095238095238,0.451612903225806,"socioeconomic",0.210196688010118
"FI","Atlantic cod",0.134368395450906,0.214285714285714,0.151564284322237,0.95276334435522,0.0225176757849303,0.825847313626065,NA,0.380952380952381,0.787610619469027,0.900902683202824,0.662698412698413,NA,"ecological",0.363245434603519
"FI","Atlantic cod",0.134368395450906,0.214285714285714,0.151564284322237,0.95276334435522,0.0225176757849303,0.825847313626065,NA,0.380952380952381,0.787610619469027,0.900902683202824,0.662698412698413,NA,"institutional",0.783737238456754
"FI","Atlantic cod",0.134368395450906,0.214285714285714,0.151564284322237,0.95276334435522,0.0225176757849303,0.825847313626065,NA,0.380952380952381,0.787610619469027,0.900902683202824,0.662698412698413,NA,"socioeconomic",0.409772456787792
"SE","Atlantic cod",0.247229561472079,0.214285714285714,0.15156405439688,0.835495340585075,0.566831477726793,0.759105193836084,NA,1,0.734513274336283,0.479160965247695,0.654761904761905,0.161290322580645,"ecological",0.362143667684937
"SE","Atlantic cod",0.247229561472079,0.214285714285714,0.15156405439688,0.835495340585075,0.566831477726793,0.759105193836084,NA,1,0.734513274336283,0.479160965247695,0.654761904761905,0.161290322580645,"institutional",0.507431616731632
"SE","Atlantic cod",0.247229561472079,0.214285714285714,0.15156405439688,0.835495340585075,0.566831477726793,0.759105193836084,NA,1,0.734513274336283,0.479160965247695,0.654761904761905,0.161290322580645,"socioeconomic",0.775312223854293
